MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,ZeroCrossings_1,SpectralContrast_1,SpectralContrast_2,SpectralContrast_3,SpectralContrast_4,SpectralContrast_5,SpectralContrast_6,SpectralContrast_7
-314.61444,125.57384,8.119234,35.06314,27.335247,17.783125,-45.89306,7.1684723,-22.42514,4.5310497,-14.29815,-33.271454,1.7616088,-33.57927,1.2515615,-0.14460354,-28.180443,-17.314087,0.98675936,-32.49877,11.470609,11.470609,11.470609,11.470609,11.470609,-11.747032,-4.856687,-6.6879134,-3.2484317,-2.253974,1.2817708,-0.30638462,-0.10427603,-1.0547296,1.3760383,0.06440902,0.06440902,0.06440902,0.06440902,0.06440902,0.006741991,0.003405945,0.0058582644,0.05838219,0.44201314,1.0,0.72477394,0.20147558,0.021326644,0.009157521,0.004597473,0.0037963437,0.04443359375,35.753294840060775,21.166757789541553,13.073720296493832,21.164528189494984,20.346805436602068,27.73566697304979,66.5173891482569
-317.01602,113.11106,3.2443154,27.41682,15.689846,27.856777,-44.957302,10.314842,-29.838129,-5.2451158,4.975352,-25.84165,-4.314706,-41.619637,6.586567,3.000282,-25.174404,-8.837193,7.339643,-15.268298,12.405993,12.405993,12.405993,12.405993,12.405993,-11.125385,-3.3276591,-4.9377,-2.613469,-3.2246227,1.3470392,-0.033720866,0.5139256,-0.60387397,1.0561843,1.8510062,1.8510062,1.8510062,1.8510062,1.8510062,0.009134701,0.022210555,0.017320361,0.08523424,0.4840779,0.94438034,1.0,0.38032442,0.0751479,0.022221304,0.010322284,0.0068602758,0.04736328125,31.710179783544987,15.757021639526073,19.761823767102435,25.322793661836332,23.112085214523297,29.7708034638042,73.67301476066545
-312.77982,104.949585,-9.011906,27.86649,10.579407,26.423645,-35.406635,8.308816,-41.24965,-5.002613,14.724154,-21.714764,-0.6616869,-34.656845,10.492765,3.9647546,-18.407946,-0.7322516,10.365667,-7.1301794,12.366101,12.366101,12.366101,12.366101,12.366101,-10.360391,-2.0906,-4.243105,-1.7071575,-2.4026744,1.9860733,1.0526116,1.614401,-0.33002275,0.81071115,2.1728146,2.1728146,2.1728146,2.1728146,2.1728146,0.0059192614,0.013646288,0.025818553,0.06380902,0.21604364,0.3824181,1.0,0.645877,0.049083717,0.0020034725,0.0010618649,0.0029389076,0.0478515625,32.25513277397061,28.64211234756521,25.036707411407804,25.77766563014729,21.575881897672257,30.94912207051934,73.61765526201478
-320.40732,116.18025,2.2791836,33.75481,8.907044,16.676989,-25.920403,0.47209448,-45.635223,-3.758921,1.174834,-33.866165,-5.2750425,-18.042812,25.442657,8.306303,-17.767925,1.1712198,8.680472,-17.440845,11.308115,11.308115,11.308115,11.308115,11.308115,-12.081547,-4.037467,-5.904453,-2.6399724,-1.6468264,3.3420105,3.492547,3.533731,1.2992487,2.2749677,1.7130884,1.7130884,1.7130884,1.7130884,1.7130884,0.013812237,0.019065961,0.056625754,0.35684013,0.77778107,0.6678875,1.0,0.61258996,0.05475884,0.0034415387,0.012141156,0.020341018,0.0458984375,31.122943979781343,28.695165759615133,38.95207603690758,18.398936793044243,19.618344762444455,27.920042984851708,71.68024303995675
-345.6307,123.25842,17.392122,43.516186,19.851982,9.132691,-14.844669,2.3814254,-34.26461,0.6186475,-16.220032,-29.392754,-0.9034915,-14.206778,28.72545,7.560588,-19.176575,-4.976679,2.9655678,-20.830011,13.066272,13.066272,13.066272,13.066272,13.066272,-12.708258,-6.3020945,-7.2716637,-3.3851955,-1.6173021,2.6871119,3.2558753,3.1042483,1.2047448,2.2535303,0.27360532,0.27360532,0.27360532,0.27360532,0.27360532,0.027056213,0.104064055,0.38714477,1.0,0.8338088,0.27580395,0.099249355,0.068526044,0.016350692,0.0057102214,0.028624421,0.029757574,0.02294921875,44.618237241000145,28.06759793552131,24.123139201461548,16.637808444510107,22.170339784003758,28.597724799160446,67.33738263372369
-388.16083,118.224754,27.868752,55.230354,38.63337,8.638343,-5.55756,4.263104,-19.952702,-3.712624,-20.916348,-15.36812,5.1204634,-12.387848,14.332458,2.9178286,-19.956987,-13.2265215,-4.522826,-22.773281,16.958382,16.958382,16.958382,16.958382,16.958382,-12.955655,-8.225279,-8.335669,-4.0794053,-1.5382798,1.1349674,1.7693456,1.5558683,0.17677304,0.61916095,-1.5752884,-1.5752884,-1.5752884,-1.5752884,-1.5752884,0.06427534,0.21397834,0.62195367,1.0,0.6436112,0.19568713,0.026397064,0.014219195,0.01099672,0.00967213,0.021603176,0.024576873,0.015625,31.335959345948094,19.54464341643705,22.82703140344526,18.93030388043717,24.2014498185858,25.81375079567366,64.33744181189226
-440.77112,109.35616,35.57685,58.141983,50.053978,7.591458,0.7666689,0.05216807,-8.649493,-12.171629,-16.001766,-7.2222347,-3.5832548,-10.853278,-1.185869,-0.1867312,-11.628638,-1.6054233,-2.6471188,-23.600452,21.340061,21.340061,21.340061,21.340061,21.340061,-13.070952,-9.036693,-8.476108,-5.079178,-1.8121632,-0.42407697,0.6081748,0.8339811,1.1975433,1.0807468,-0.9108587,-0.9108587,-0.9108587,-0.9108587,-0.9108587,0.08472245,0.22143072,0.6528264,1.0,0.4800423,0.16136146,0.06333575,0.022629239,0.014160284,0.020287571,0.033714376,0.052070454,0.0146484375,33.634489165990466,19.951915623214106,24.226920439826852,14.434411146518219,18.818605406053074,23.792394470620007,57.79656128990356
-452.66165,103.7789,30.498318,40.903503,43.880333,6.1156507,-12.608923,-5.7446446,-4.6681643,-16.064837,-22.991825,-6.9793134,1.8533635,-10.147991,-7.9901476,-2.4792438,-9.841125,-8.619103,-5.4899197,-14.600195,22.37335,22.37335,22.37335,22.37335,22.37335,-12.244332,-8.230381,-7.1427994,-3.974646,-0.70767844,0.45656067,0.66290885,0.78166026,1.139861,0.8228004,-0.85510963,-0.85510963,-0.85510963,-0.85510963,-0.85510963,0.014396654,0.16410244,0.74830467,1.0,0.28237483,0.015563108,0.012011651,0.010467447,0.005701968,0.027709043,0.046057347,0.009255452,0.01416015625,26.477970239241593,13.009496531666244,19.926667247564485,17.338482155359703,22.158425842649358,18.72175484685102,56.935632174252504
-428.50067,107.63733,28.18778,43.512585,30.791512,-6.850824,-14.70097,0.38594502,-7.2614427,-5.61716,-22.169062,-15.422264,2.156729,-20.556137,-14.1649,4.2658167,-0.9499712,-10.453907,-2.1305864,-12.830738,20.45103,20.45103,20.45103,20.45103,20.45103,-11.518523,-6.961429,-6.4119043,-2.6865456,-0.8462032,-0.86084545,-0.17905082,1.0961545,1.122747,1.8944588,0.5153924,0.5153924,0.5153924,0.5153924,0.5153924,0.0123555465,0.112416275,0.5367653,1.0,0.40554085,0.06294849,0.012138099,0.003971319,0.003910674,0.02043862,0.058459632,0.01679846,0.0146484375,29.695196766192396,15.048153445257416,18.574138408327123,14.40098406531428,17.102044144475038,21.669702323085,60.314080360067024
-424.74277,97.49835,27.387104,43.189507,23.518436,-5.4586215,-11.129431,7.3407326,-13.231212,1.2006916,-16.194582,-15.102825,1.1159377,-27.63646,-10.591768,8.128336,1.2778361,-13.239694,1.2850819,-10.46076,20.831535,20.831535,20.831535,20.831535,20.831535,-10.223184,-6.016552,-5.684859,-2.2468824,-1.6637622,-1.5065024,-0.48825064,1.2915186,0.49017215,1.859944,0.99564713,0.99564713,0.99564713,0.99564713,0.99564713,0.003007782,0.05071714,0.29866925,1.0,0.7001908,0.17547391,0.010667178,0.0027687901,0.0021762955,0.0060315593,0.025480196,0.009894242,0.0146484375,31.00008729537306,20.52279067749769,21.003345662551673,22.77356518406573,17.042994888378246,21.239292803886972,63.3216125578312
-415.14258,93.74167,12.024509,31.7999,26.403885,6.212098,-8.906866,6.782158,-15.357579,0.015139699,-21.55702,-15.874467,10.1794405,-19.681557,-8.39056,4.9562006,-4.665735,-18.509771,5.149208,-6.266182,21.180182,21.180182,21.180182,21.180182,21.180182,-9.039977,-5.2105546,-5.8904138,-2.7204132,-1.6304731,-0.7023581,0.09900493,1.3352731,-0.0055742264,1.5644401,0.49018064,0.49018064,0.49018064,0.49018064,0.49018064,0.0050567393,0.024591949,0.1817375,1.0,0.9935447,0.29998747,0.013474801,0.0039184433,0.0019978164,0.0017235124,0.009264507,0.017970799,0.0234375,34.89625854055576,21.549168774997355,23.72874472130117,24.423691405641804,23.746180941211414,22.397983899821554,64.41582452782896
-303.311,98.692635,-48.961937,60.51819,45.36485,-17.754868,-24.99677,9.195135,-42.911827,4.4713297,-14.643648,-33.98838,2.653596,-19.316898,-10.568392,1.007703,-4.1670218,-24.754997,13.383905,-8.469837,12.379358,12.379358,12.379358,12.379358,12.379358,-8.862377,-3.007846,-8.858574,-3.3927186,0.31006876,0.41414252,0.56668943,2.7901723,-0.47842082,2.4415622,2.1631713,2.1631713,2.1631713,2.1631713,2.1631713,0.10297235,0.10447206,0.13116089,0.6692558,1.0,0.40250593,0.06685094,0.04313772,0.052778035,0.026042689,0.026955055,0.056901377,0.0615234375,31.653903122587163,13.681626068224492,26.352788575504896,19.311480790816276,16.53582983035942,29.666527792745498,69.23717505883575
-231.92787,84.71556,-62.87931,79.65132,10.437769,-15.555516,-33.412704,4.929086,-40.58988,12.308482,-12.110582,-33.391712,10.913609,-35.996346,-10.247738,5.2725887,-4.322468,-14.519516,5.6037273,-13.806774,8.161982,8.161982,8.161982,8.161982,8.161982,-6.9342494,-1.3420718,-7.8544393,-0.027026486,0.050888743,0.45317262,0.31358296,2.0847173,-0.46300656,2.30451,1.8548173,1.8548173,1.8548173,1.8548173,1.8548173,0.46692103,0.34440175,0.13258101,0.4560035,1.0,0.51656085,0.30250797,0.22604604,0.26351503,0.19019614,0.12219295,0.12639941,0.0927734375,34.85596017336272,17.39097762698281,21.747575128503808,21.162077586548456,19.220369967567414,30.394174865409163,72.7038586301134
-221.6453,82.61284,-52.979187,83.13807,-16.61842,-16.718922,-35.149895,-5.93668,-40.215923,8.276478,-20.039112,-33.088657,17.18277,-44.992817,-8.549032,16.974117,-0.15347725,-4.1235104,0.8963901,-15.724275,6.597842,6.597842,6.597842,6.597842,6.597842,-7.5956106,-2.153954,-7.170737,2.1755044,0.16292115,1.0444548,1.9554526,3.2903118,1.4075117,3.2988648,1.8455427,1.8455427,1.8455427,1.8455427,1.8455427,0.20310727,0.10371323,0.022704877,0.19434668,0.96221554,1.0,0.40207878,0.07586674,0.11878152,0.22281593,0.21758659,0.1302998,0.1015625,33.263550244458955,21.694420381251064,25.433790632856883,21.47294649633411,20.004814965898852,31.548239898886926,71.50076321485393
-228.72774,88.827484,-43.440407,81.864456,-17.009415,-10.826379,-28.855682,-10.641467,-42.955704,-0.78536665,-29.764622,-23.36591,22.550558,-52.92908,-4.7404995,19.14114,-8.795616,2.7142313,2.770506,-16.621323,6.352665,6.352665,6.352665,6.352665,6.352665,-9.230924,-4.0825667,-7.553418,2.1443253,-0.4408315,1.3004979,3.0300632,3.6150825,2.2438076,3.6293135,1.2478284,1.2478284,1.2478284,1.2478284,1.2478284,0.02728678,0.016170958,0.004937768,0.03631602,0.42431557,1.0,0.29770052,0.010179106,0.020033604,0.06339633,0.052127887,0.017419724,0.1083984375,31.75054269361105,24.63880063747237,25.789220182166844,21.70761214053197,25.713904155909916,36.604586709235484,66.66644418684578
-230.32211,99.405075,-32.467148,85.13174,-9.719316,-9.80978,-27.354391,-3.2988307,-39.18527,-1.93198,-29.422361,-17.528154,20.54434,-61.97706,-2.4043746,16.453001,-18.829872,4.9555016,2.2838068,-21.639791,6.1953278,6.1953278,6.1953278,6.1953278,6.1953278,-10.333313,-5.023883,-7.763733,1.5855068,-1.3944776,0.46047378,1.9871092,2.43606,1.7390165,3.2326212,0.77019125,0.77019125,0.77019125,0.77019125,0.77019125,0.01693535,0.012886643,0.0041885413,0.019520326,0.20922333,1.0,0.39157936,0.019923413,0.018515611,0.053657368,0.035147704,0.006120495,0.08642578125,27.93728920096215,28.533797743936365,21.422885578213396,24.372394116846365,23.69393850503527,36.41500534235453,69.48084995896855
-231.42427,106.75972,-22.765385,76.900116,-25.350769,-10.406868,-21.05046,-0.20543593,-37.58831,-4.254529,-29.00439,-14.232771,19.220407,-66.897964,-4.7222877,14.766932,-15.670434,13.89724,-0.041956007,-32.701405,6.1761875,6.1761875,6.1761875,6.1761875,6.1761875,-10.64061,-4.7115602,-6.3287597,2.4475007,-2.077042,-0.51876163,1.3570911,2.343915,2.4444275,3.535383,0.31634396,0.31634393,0.31634393,0.31634393,0.31634393,0.013645024,0.010702896,0.012089342,0.058473825,0.16751604,0.778294,1.0,0.27630416,0.050632652,0.07092426,0.050189685,0.007660367,0.068359375,28.68923990594238,25.363593459503978,28.7521722983343,23.433867671886915,26.444545071376467,38.446362991569224,67.13578828786846
-247.60472,116.47493,-0.5763259,69.246704,-38.250435,-12.544609,-15.555853,-1.0666251,-39.00863,-5.426451,-32.748062,-12.836857,22.15327,-60.286293,-3.9118927,11.130743,-18.301693,14.260448,-1.6189259,-43.034653,6.1668224,6.1668224,6.1668224,6.1668224,6.1668224,-12.013908,-5.712414,-5.3507266,3.3665638,-1.5853211,-0.26949614,1.6543555,2.3787038,2.399279,3.2719262,-0.95673484,-0.95673484,-0.95673484,-0.95673484,-0.95673484,0.014810882,0.0040208725,0.006693395,0.04280796,0.12850696,0.22052078,1.0,0.92896414,0.12502941,0.037094325,0.033014156,0.010820616,0.06982421875,38.122511913756725,26.987631526541506,31.66412203908432,21.031144281916486,19.680700632888467,35.24081725884272,67.42405865789149
-284.2971,118.28025,21.937977,80.04439,-31.922962,-19.224714,-11.158472,-4.0514045,-35.191093,-7.0130396,-34.12523,-9.238927,20.628498,-56.306076,-2.0945568,12.049721,-22.635384,13.774038,-7.1609993,-43.81674,7.732784,7.732784,7.732784,7.732784,7.732784,-13.666458,-7.9464674,-6.0558224,3.187801,-1.0378953,-0.18491763,1.997696,2.073422,2.2912014,2.6453974,-1.7010056,-1.7010056,-1.7010056,-1.7010056,-1.7010056,0.013538655,0.0017421519,0.0031734467,0.010481322,0.06941042,0.19323508,0.845392,1.0,0.14726236,0.020029964,0.017774545,0.013849521,0.06103515625,39.14732146211472,26.413313359111445,25.100272400708928,20.122817668803023,24.608648131224097,34.87451490388457,65.63213663263119
-307.61215,127.84126,29.48656,84.49129,-22.539986,-25.583008,-10.510151,-11.144022,-27.07692,-13.716114,-34.987617,-5.1204143,14.79382,-48.906723,4.4184446,14.01616,-16.381145,18.87058,-14.215099,-32.05766,8.585289,8.585289,8.585289,8.585289,8.585289,-15.252679,-9.11923,-6.4770446,2.6532664,-0.22077383,0.64605767,2.908784,2.683429,3.5677328,2.5939336,-1.3336787,-1.3336787,-1.3336787,-1.3336787,-1.3336787,0.040394764,0.006952559,0.006104488,0.0147885475,0.10899264,0.22852457,0.8136317,1.0,0.201473,0.031716425,0.035003886,0.059581276,0.04931640625,31.039862853505497,18.640472061158277,27.149091057870326,21.023322003464067,21.4616644987054,33.901566233377366,64.29904887354014
-346.1528,128.69719,34.649963,86.34181,-6.11569,-32.079544,-13.365398,-14.603907,-18.524456,-19.001787,-23.963,2.5995092,6.3013926,-32.79493,-0.068898946,4.990238,-8.442655,12.642548,-25.555622,-28.896173,11.102633,11.102633,11.102633,11.102633,11.102633,-15.991005,-9.297075,-6.1252446,2.1352067,1.418452,1.164432,2.2736893,2.078284,2.859159,0.53426164,-2.317543,-2.317543,-2.317543,-2.317543,-2.317543,0.14189078,0.05634883,0.060851686,0.037242483,0.27193776,0.8812179,1.0,0.79692423,0.25117135,0.1662452,0.2491834,0.21185468,0.0380859375,34.54689819757229,13.92328906709249,27.822987873884927,20.5516781534582,25.76167845606585,30.30175232335986,60.769925514346454
-394.27805,114.06601,29.964363,77.206436,16.343136,-37.57054,-29.038252,-19.542461,-8.712662,3.2180676,-6.077551,-4.655355,-0.3453052,-14.31366,-10.482979,-9.735823,-2.6336641,4.064929,-15.629423,-16.220316,15.144232,15.144232,15.144232,15.144232,15.144232,-13.305034,-6.636938,-4.880107,1.6778954,3.5252614,1.6461464,0.076406576,-0.5502474,-0.10965839,-0.20075864,-0.79176176,-0.79176176,-0.79176176,-0.79176176,-0.79176176,0.17006016,0.09724295,0.13973445,0.41160095,0.9947254,1.0,0.98223436,0.61220646,0.11319422,0.31839243,0.5623511,0.21979536,0.04150390625,25.373123206710048,13.704376872115429,22.59713230152707,19.235056914801405,20.238247105719907,23.729808996200795,58.69789411012974
-370.23035,132.75883,2.2599308,22.879581,11.245522,-24.644316,-41.240166,-20.638323,-8.624922,19.799244,6.838625,-16.021347,3.106817,-18.748848,-18.086166,-6.6781335,-8.197695,3.5646725,-3.275798,-12.818321,14.195103,14.195103,14.195103,14.195103,14.195103,-10.40024,-0.44435218,-0.7887007,2.165154,3.0220053,1.4321218,-0.8895161,-2.1716719,-1.8758967,0.12936762,0.80299616,0.80299616,0.80299616,0.80299616,0.80299616,0.12609483,0.21974678,0.36622253,0.4807139,0.9549913,1.0,0.2591857,0.27761042,0.24882369,0.20044973,0.1672407,0.12130247,0.05078125,22.406998432327796,8.376559201360942,12.335166128619457,19.284787779586054,20.381738585677958,23.20219235864732,59.63268852114113
-261.06552,138.581,-48.821213,47.277855,-6.876506,-12.935207,-36.94487,-33.457016,26.486294,-9.21719,-15.261885,12.398349,-23.258257,-31.112112,3.4558115,-15.225054,-24.341793,10.698223,5.6213994,-20.618538,9.960547,9.960547,9.960547,9.960547,9.960547,-9.280139,0.18259948,-1.5634494,1.3013244,0.3052462,1.5127312,-0.7991636,-3.7901835,0.39815316,1.5358791,0.17324147,0.17324147,0.17324147,0.17324147,0.17324147,0.17505299,0.5445213,1.0,0.70222807,0.50280416,0.48266014,0.1627132,0.09754266,0.56290907,0.5786381,0.11186286,0.102392815,0.0732421875,47.45484327098533,18.569347666692146,12.829746719452096,16.241554471175963,25.15310746509578,23.590345079121235,59.2129434806012
-202.74521,140.77298,-80.83037,62.872868,-3.0610237,1.5199902,-23.293713,-41.68035,33.389465,-11.635822,-22.853508,22.81889,-24.96106,-33.812614,10.493366,-14.388674,-31.365078,10.95481,10.550534,-27.13847,7.5149856,7.5149856,7.5149856,7.5149856,7.5149856,-8.271914,0.6347001,-3.1536968,0.120358214,-1.2262825,1.2750865,-0.09971205,-4.286908,0.43111864,1.7439972,-0.76030415,-0.76030415,-0.76030415,-0.76030415,-0.76030415,0.10414285,0.323833,1.0,0.917308,0.24630705,0.080469854,0.039219905,0.059544027,0.60874563,0.37378633,0.11420261,0.10578753,0.0908203125,37.518576574479155,17.58141697498226,16.88254110028807,24.261760397335202,34.765334236139964,33.99401750516941,58.4625478854051
-191.00128,128.36514,-92.58152,76.5275,2.2362623,9.67907,-22.494562,-47.532707,25.964626,-17.48204,-22.980099,17.17519,-16.048855,-31.307585,11.743233,-5.1073375,-40.680157,9.901578,8.621115,-33.969448,6.891593,6.891593,6.891593,6.891593,6.891593,-8.343359,-0.22296624,-5.315356,-0.35954195,-1.0689738,2.270947,1.7719575,-3.4748523,0.6610222,1.3586943,-1.6762284,-1.6762284,-1.6762284,-1.6762284,-1.6762284,0.06396049,0.23485662,0.9391268,1.0,0.22825494,0.043479923,0.027438719,0.06628731,0.48573887,0.24802245,0.19308011,0.08374935,0.1044921875,44.35462133978301,23.18701176230738,22.20151421757877,27.500407184251337,36.16431026317647,33.640479475543394,56.69302602155217
-182.55405,126.487206,-97.356865,80.38806,8.680697,10.723652,-32.058598,-49.528717,16.448317,-19.799576,-14.5113,12.0629635,-9.307524,-33.82776,9.224056,9.573246,-46.900414,3.750422,12.615326,-40.481606,5.4815636,5.4815636,5.4815636,5.4815636,5.4815636,-9.07174,-0.23162971,-5.923599,-0.05185356,-0.29547796,3.2097392,3.1980414,-2.7282743,0.17641327,0.8630684,-2.0896306,-2.0896306,-2.0896306,-2.0896306,-2.0896306,0.056858882,0.2551214,0.9389614,1.0,0.2229474,0.028474595,0.042815898,0.056068305,0.24384674,0.2810037,0.30921036,0.06981466,0.11669921875,36.024826281621955,28.53959210153179,27.559678035410116,28.34999142774931,35.79709021369516,33.0230195873429,57.58441779405997
-169.4428,128.6683,-105.04738,78.212685,12.192011,10.469198,-38.48832,-48.93347,11.714558,-15.636402,-10.035762,3.7029881,0.17451811,-30.278645,0.5871154,15.58243,-45.421814,-3.1376023,10.448729,-47.593544,4.2866454,4.2866454,4.2866454,4.2866454,4.2866454,-8.865094,0.63569385,-6.112174,0.36389306,0.60866237,3.4754255,3.4267845,-2.4604144,-0.53319126,0.2680767,-2.7681723,-2.7681723,-2.7681723,-2.7681723,-2.7681723,0.070138,0.26445866,0.93104714,1.0,0.24375136,0.023536922,0.045608997,0.07185313,0.2338976,0.299384,0.33105442,0.10190648,0.11572265625,37.98560954683293,25.130399796085577,22.471922877412688,26.039397841379213,30.39684337109663,32.826290714675466,58.51655244631522
-149.08397,135.37215,-100.99921,76.497604,3.9628944,-0.54220104,-47.195366,-32.972275,17.205942,-2.671046,-8.933038,0.07323998,12.498817,-31.733692,-5.8649764,9.699875,-42.980293,-8.851637,0.0036230087,-52.70736,3.1782377,3.1782377,3.1782377,3.1782377,3.1782377,-7.7942557,2.0802457,-4.7373605,2.380265,1.5711439,2.7061224,1.0797068,-3.8217165,-2.0995777,-1.0092107,-3.9993198,-3.9993198,-3.9993198,-3.9993198,-3.9993198,0.112673864,0.33657187,1.0,0.9167747,0.27501032,0.046709724,0.025928665,0.059573825,0.25753972,0.38032714,0.37241942,0.15121117,0.12646484375,36.629113612273144,15.43365607666537,20.561469490882615,21.17197464607112,31.9377144085489,34.551022161377304,59.48223610131862
-147.09741,145.03304,-84.4612,75.86528,6.534123,-3.2336535,-56.634842,-21.768536,16.098717,-8.010342,-20.464333,-5.21964,23.95728,-34.228615,-14.90078,13.744134,-33.837555,-9.227303,-0.2092272,-52.43009,2.1488929,2.1488929,2.1488929,2.1488929,2.1488929,-9.482173,0.082581624,-5.702581,2.4972312,1.905521,2.4677305,0.68395424,-2.5393922,-0.7653004,0.02300856,-3.8379247,-3.8379247,-3.8379247,-3.8379247,-3.8379247,0.26888636,0.5363498,1.0,0.60511124,0.14035943,0.034881704,0.039846387,0.06274758,0.13626039,0.4024623,0.4487334,0.372688,0.1162109375,38.351737875302334,9.749664003940167,30.14214229568016,19.43280660888818,36.61962938088269,33.69922171010683,62.736504903640814
-189.63686,150.3556,-61.47619,66.69199,14.116167,1.8485696,-54.309875,-21.201107,18.555237,-14.455317,-32.818775,-9.87512,28.102776,-34.88411,-21.471035,23.309528,-29.69924,-12.202154,5.4017353,-42.27272,4.4597907,4.4597907,4.4597907,4.4597907,4.4597907,-11.056027,-2.3830636,-6.780266,1.175056,1.1930866,1.8996938,1.3004615,-1.3672813,0.5861124,1.4748424,-2.6759636,-2.6759636,-2.6759636,-2.6759636,-2.6759636,0.9070013,0.68569106,0.59721714,0.37007007,0.09785803,0.03729063,0.123830974,0.2488478,0.24744058,0.428822,0.5736843,1.0,0.1083984375,32.93425322549348,7.534680068703477,23.602818185956046,19.84193240080835,33.45612086899588,30.44242596870693,63.071308836190155
-250.80737,127.17578,-33.75471,40.969177,9.214092,26.608154,-40.04773,-1.7286518,8.061861,-15.355827,-31.298569,-10.979433,27.938416,-31.214693,-20.984241,15.748086,-5.1562915,-4.439824,4.324735,-26.238537,10.363609,10.363609,10.363609,10.363609,10.363609,-9.65557,-3.1631951,-6.0858464,-0.56657207,-1.4199158,0.5320889,0.17146493,0.68054205,2.110387,2.3814235,-1.0416628,-1.0416628,-1.0416628,-1.0416628,-1.0416628,1.0,0.39968684,0.33492318,0.46761853,0.20000604,0.14725776,0.32047692,0.41426438,0.31296962,0.3027677,0.4628467,0.9024506,0.1748046875,24.434905922889882,7.120936652547998,21.30196847701326,17.828487958056392,31.358747136920115,22.64343057198517,65.27024595776344
-249.72798,71.56728,-28.629463,41.437553,-26.06931,55.411133,-42.790714,11.846609,-0.5014617,-19.349941,-14.518966,-17.327328,18.556597,-19.020168,-11.000362,-6.736697,2.1241322,2.632765,1.1524104,-25.713428,13.389919,13.389919,13.389919,13.389919,13.389919,-5.919803,-1.9724888,-5.1273565,-0.23941351,-3.1008108,1.2449968,-1.2015803,0.89477456,2.1580737,1.6997387,-0.48877668,-0.48877668,-0.48877668,-0.48877668,-0.48877668,0.26159832,0.45122135,0.93140954,1.0,0.5125053,0.74842435,0.56294966,0.16901669,0.23308194,0.33308825,0.42478493,0.410179,0.26611328125,37.23159252267726,8.685118845348784,23.810743281268103,19.160731538043393,20.37954537625717,23.880419126190304,73.33159149384517
-266.1776,23.241528,-17.449444,62.720688,-43.404545,61.79362,-51.106194,19.748333,-4.7513223,-21.621788,-8.888737,-20.975058,22.72797,-22.018833,-3.3747835,-8.56676,-7.391404,2.7647252,-0.4604721,-24.546497,16.116417,16.116417,16.116417,16.116417,16.116417,-3.9167542,-3.058724,-5.8618584,0.98814696,-3.322192,2.020491,-1.3051356,0.6431481,1.6791981,0.9690955,-0.63834316,-0.63834316,-0.63834316,-0.63834316,-0.63834316,0.017998567,0.025849594,0.09255713,0.16313845,0.3389056,1.0,0.6228664,0.061675727,0.037159454,0.052051842,0.046609566,0.039517272,0.37255859375,19.875005950515543,10.200804505964694,17.174172260905355,21.28295196084492,23.24686947044757,25.084812422327598,75.32172722328097
-283.92212,-13.429411,-9.872396,72.104645,-51.626106,68.58507,-64.31851,19.354885,-6.699738,-25.276196,-9.946581,-18.184626,26.327785,-17.219948,-4.132951,-19.94073,-6.42342,7.6645823,5.0367894,-22.90264,18.247177,18.247177,18.247177,18.247177,18.247177,-2.6010182,-4.196945,-6.1037045,1.9269878,-2.4934506,3.4027393,-1.618254,0.49506015,1.8059942,1.1542985,-0.5877742,-0.5877742,-0.5877742,-0.5877742,-0.5877742,0.0072291433,0.01352247,0.05270203,0.11324566,0.4667705,1.0,0.48708448,0.09748639,0.019596534,0.024175944,0.020579504,0.00873989,0.474609375,19.391951713385655,15.501623838819345,23.039019405040072,18.017949200524143,22.75204739749317,26.709423456790915,77.21097288725129
-253.28531,2.149657,-1.0223055,86.395615,-45.076145,80.16008,-66.340294,8.570293,-15.138943,-25.501514,-2.10726,-12.398111,24.509682,-18.471111,-4.127117,-23.37902,-4.355564,12.0530815,11.063427,-17.121916,13.916265,13.916265,13.916265,13.916265,13.916265,-5.497823,-5.862443,-7.1065016,1.5843832,-2.514666,4.335486,-0.9014005,0.6564714,1.5479143,1.056632,0.02643261,0.02643261,0.02643261,0.02643261,0.02643261,0.01150573,0.045579676,0.07879837,0.10054941,0.54843074,1.0,0.39966232,0.12013588,0.02423824,0.02776952,0.025363408,0.006368524,0.4091796875,24.61935813275456,8.201411394839003,17.76019439250805,18.060269594119116,20.841409353550773,26.653877884736083,79.1953163938083
